pid	name	type	tag	phone	story
1010013100040048	POWERLAND	服装	女装		VMe源自法语VALSE(华尔兹舞)及Me(大师,Maitre的缩写),取其华尔兹舞大师之意;舞蹈之王华尔兹的摆荡与流畅,柔韧与多旋转、深情感与罗曼性的特性,正吻合了现代女性…
1010013100050084	九牧王	服装	男装		九牧王(601566)是中国领先的商务休闲男装品牌企业，公司核心产品九牧王男裤及茄克已经占据市场领导者地位。截至2011年，公司主导产品九牧王品牌男裤综合市场占有率连续十二年位居全国第一，商务休闲男装综合市场占有率连续两年位居全国第一，茄克综合市场占有率连续四年位居全国第二。（以上市场占有率来自中华全国商业信息中心对全国重点大型零售企业、商业集团的统计数据）
1010013100050085	虎都	服装	男装		虎都男装采用各自和条纹组合的丝光面料精制而成。领部采用欧洲传统八字领风格设计，领围舒适领片，更显挺括，同时，领角配领角片，更显浪漫复古。肩部衔接大气自然，走线流畅，体现男士肩部英朗线条。再加上健康环保面料对男人肌肤的呵护，更是受到男士的青睐与欣赏。
1010013100050086	HANMSON	服装	男装		Hanmson是来自法国的经典男士内衣品牌,它秉承了欧洲贵族的典雅、高贵与桀骜不驯的风格，同时在此基础上融入法式的浪漫主义风格，如同隐藏在男人刚毅分明的外表轮廓下的那一抹柔情，充分展现出了当代好男士的形象。
1010013100050087	凯萨大帝	服装	男装	021-52839777	CAESAR凯撒大帝服饰品牌是罗西·凯撒先生的曾祖父于1898年创办的。1898年凯撒家族的后人之一，35岁的意大利宫廷时装设计师尼古拉斯·凯撒，也就是罗西·凯撒的曾祖父，为了推广自己的设计风格，以祖先罗马帝王“朱利叶斯·凯撒”的英名创办了“CAESAR（凯撒大帝）”服饰店。
1010013100050080	ELLE HOMME	服装	男装		ELLE通过对时尚流行趋势的精确分析、广泛传播、专业选择，以及着重专注于对时尚品味的引领和演绎。如今，ELLE已成为一个著名的时尚品牌，不仅拥有全世界的时尚读者，更在产品形象上形成独一无二的风格，从而构建了自已的媒体和时尚产业王国。
1010013100050081	瑞士维氏军刀	其他	生活用品		瑞士维氏[1] 军官刀(Victorinox)是送礼佳品，追求尽善尽美是瑞士维氏军刀Victorinox的一贯传统，多年的研制与创新使军刀的每个组成部分都达到了最佳造型，具有最完善的功能；因此被美国数届总统选为白宫礼品，刀柄刻上总统签名赠送来宾
1010013100050082	DUKE	其他	鞋		
1010013100050083	LUCA BOSSI	服装	男装		LUCA BOSSI(路卡波士)舒适、庄重、典雅、潇洒，贵族身份象征，能充分展露男士魅力，流露男士丰采的路卡波士系列男士服装、皮鞋、皮具等系列，风行欧美及远东地区，多年来成为男士们的首选
1010013100060038	京钟	电器			
1010013100020075	TUMI	服装	箱包	010-82148605	1975 年，当TUMI品牌的创始人Mr.Charlie Clifford作为美国和平部队的成员驻守南美洲期间，他以秘鲁神灵之名作为公司的名字。30年来，TUMI为各地终日奔波的人士提供近乎完美的旅行产品。到了今天，TUMI已经成为生产高档旅行系列、商务用品以及配件的领先者。它的成功有赖于坚持不懈的关注产品的设计理念、功能以及技术革新。
1010013100050088	Charriol	其他	钟表	86-0595-2352651	Charriol(夏利豪)是一位国际知名的钟表、首饰精品设计大师，对艺术有极深厚的感情，因此将艺术文化与商品结合，表现在他所创立的商品上，传播他在世界顶级时尚界所一贯倡导的理念“不一样的生活艺术”。
1010013100050089	Leonardo	服装	男装		利奥纳多（老人头）来自意大利。1918年裁缝和制鞋世家利奥纳多一世在意大利成立了利奥纳多·迪迦森公司。1936年公司设计的意大利将军服被军方授于十字勋章而闻名。二战后转产民用服装，领导了欧洲典雅与庄重的男装潮流，1963年利奥纳多二世以邮票上达芬奇头像为蓝本，设计了著名的（老人头）图像作为商标并注册成功，形成了服饰风格与商品标识融为一体的独特而高雅的风格
1010013100030068	i Blues	服装	女装		iBLUES品牌自1975年开始在国际市场上出现。自上世纪八十年代起，iBLUES成为了一个全部以时尚单品为特色的完整造型系列。针织衫仍旧作为iBLUES主打产品，连同连衣裙，还有令人激动的新模特们每季推荐的新款。
1010013100030069	Juicy Couture	服装	女装		Juicy Couture （橘滋） 是美国加州的时尚品牌，主要经营女装、男士服饰、童装、运动休闲服饰、宠物服饰、手链、腕表、包包、香水，由帕米拉·思凯斯特·利维(Pamela Skaist-Levy) 和吉拉·奈什(Gela Nash)于1995年共同创建
1010013100060052	WOLL	其他	餐具		早在1974年，Norbert Woll先生开始尝试生产厨房用具并且在1979年成立了Norbert Woll公司。在1983年，WOLL公司推出了第一款采用冷硬铸造工艺生产的锅具，产品包括：锅、罐和烤箱，这些产品至今都是独一无二的—就算在20年后的今天—如果以高质量和一流的烹饪效果来评价。
1010013100020047	L'OCCITANE	个护化妆	化妆品		L&rsquoOCCITANE欧舒丹一字源于古时一个名为Occitania的省份，今天L&rsquoOCCITANE欧舒丹在全球近60个国家开设逾700家分店。L&rsquoOCCITANE欧舒丹的面部护肤、身体护理及家居香氛产品，，全部沿用传统方法制造，以保持各种独特原料的优秀品质。
1010013100010009	极草	其他	保健品		极草·5X冬虫夏草系列产品是由青海春天药用资源科技利用有限公司按照创立的极草5X冬虫夏草体系，对冬虫夏草物理加工领域的最高科技成果，从而开启了冬虫夏草高效利用的新时代。2010年12月7日，极草的标准经国家批准成为国家冬虫夏草行业标准，《冬虫夏草中药饮片炮制规范》颁布。
1010013100020045	佰草集	个护化妆	化妆品	62155511-2174	由于公司美加净、六神等大流通产品与佰草集、高夫等中高端细分化产品在批量、计划、采购、生产等方法迥异，而附加值高的后者发展迅速，因而家化在2009年对生产基地进行了重新规划和部署，采用两条供应链，中央工厂仅用于生产佰草集、高夫、双妹等产品。而从2009年开始，原中央工厂中大流通产品的生产逐步迁到吴江市黎里沪江日用化学品厂（下称“沪江日化”）为主的OEM工厂，主要为六神和美加净产品生产加工。
1010013100020044	STENDERS	个护化妆	化妆品	010-62113123	施丹兰是风靡欧洲的沐浴产品和全身肌肤护理品牌。施丹兰的产品继承了欧洲古老传统，均以最新鲜的植物、蔬果、花卉、草药、谷物为原料，采汲波罗的海深海的洁净海水手工制成。
1010013100020043	FANCL无添加	个护化妆	化妆品	010-62116116	FANCL 中文商标：芳珂，又名芳凯尔。 是日本最大及最有规模的“无添加”护肤及健康食品品牌，现为东京证券交易主版的上市公司
1010013100020042	LANCEL	其他	null		Lancel （兰姿） 是有着百年历史的法国箱包品牌，以它贵族化的设计理念，为彰显地位、亮明身份的人士源源不断地创造出款款新包。兰姿 (Lancel) 既保持了传统的风格，又使品牌更富有时代感。兰姿 (Lancel) 高雅时尚型主要以蟒纹、鸵鸟、鳄鱼等纹样为主
1010013100020041	琉璃工房	其他	工艺品	021-64613189	一九九七年一月，琉璃工房成立十年。从一无所知开始走到这里，伴随琉璃工房成长的人都难抑制自己的感动和骄傲，思前想后寻找着中国琉璃的意义。执行长在万般感慨之中，写下了《中国琉璃，说话》
1010013100020040	SWAROVSKI	其他	工艺品	010-82148685	施华洛世奇 （SWAROVSKI）是世界上首屈一指的仿水晶制造商，每年为时装、首饰及水晶灯等工业提供大量优质的切割水晶石。同时施华洛世奇也是以优质、璀璨夺目和高度精确的仿水晶和相关产品闻名于世的仿水晶工艺品品牌。
1010013100010000	双安商场精品超市	餐饮	超市		
1010013100010001	晓酵素	其他	保健品	82688825	酵素是“酶”的俗称，是生物体本身所具有催化能力的蛋白质，在我们的身体里，每天都会不断地生成维持生命所必需的物质材料，来取代陈旧的物质。我们从食物中获得这些物质材料所必需的能量来做原料。这一系列的活动被称为“新陈代谢”。在新陈代谢中起着重要作用的物质称为“酵素”
1010013100010002	美优酵素	其他	保健品	010-87661911	006年开始在北京赛特购物中心正式设立酵素专柜，至今己有7年历史。目前在北京赛特、燕莎友谊商场、新光天地等大型商场均设有销售专柜。并与十几家大型美容院及会所合作，销售本公司产品
1010013100010003	新西兰十一坊	其他	保健品	 400-039-9988	“珍稀自然，追寻本真”融汇了我们的宗旨、理念、使命与承诺，简单来说，它就是十一坊的品牌哲学
1010013100010004	旭福	其他	保健品		
1010013100010005	位元堂	其他	保健品		位元堂于清光绪23年（1897年），由几位出身官宦世家的合伙人创办，传统的制药秘方，世代相传。上世纪50年代，位元堂从广州前往香港，并于1980年，正式成立位元堂药厂有限公司及获得商标专利注册。
1010013100010006	同仁堂	其他	保健品		同仁堂，是提起中药，许多人都不约而同会想到三个字。同仁堂（原名同仁堂药室，同仁堂药铺）是乐显扬创建于中国清朝康熙八年（1669年）的一家药店。
1010013100010007	精品烟酒	其他	烟酒		
1010013100060106	SHARP	电器	电子数码	400-898-1818	夏普公司（Sharp Corporation，シャープ株式会社）是一家日本的电器及电子公司，创业于1912年，总公司设于日本大阪。
1010013100060107	SIEMENS	电器	电子数码		西门子股份公司是全球电子电气工程领域的领先企业，创立于1847年，主要业务集中在工业、能源、医疗、基础设施与城市四大业务领域。
1010013100060104	方太	电器	电子数码	400-031-5315	宁波方太厨具有限公司（以下简称“方太”）创建于1996年。十九年来始终专注于高端嵌入式厨房电器的研发和制造，致力于为追求高品质生活的人们提供具有设计领先、人性化厨房科技和可靠品质的高端嵌入式厨房电器产品，倡导健康环保的生活方式，让千万家庭享受更加幸福的居家生活
1010013100060105	SAMSUNG	电器	电子数码		三星集团是韩国最大的企业集团，包括85个下属公司及若干其他法人机构，在近70个国家和地区建立了近300个法人及办事处，员工总数30余万人，业务涉及电子、金融、机械、化学等众多领域。
1010013100060102	帕罗	服装			帕罗PALUOPO，是帕罗羊绒制品有限公司旗下品牌，创立于2002年，坐落在纺织业极为发达的太湖南畔—湖州。历经十一年发展，帕罗羊绒现已形成了融高端羊绒制品、精品纺纱、高端房 地产开发、太阳能光伏项目等为一体的多 元化集团企业。帕罗羊绒制品有限公司现有终端店铺近600家，年产值逾6亿元，厂区员工近2000人，总资产逾10亿元。
1010013100060056	BEEN KID'S	服装	儿童装		
1010013100060100	雪莲	服装			
1010013100060101	珍贝	服装			珍珠的时尚夺目，在于精雕细琢，系出天然。静海深流下，经千淘万漉之后，从一粒沙到珍珠的形成过程，既成就了永恒的价值，也见证了贝壳的执着、坚定和智慧。
1010013100060057	KP	服装	儿童装	020-13918938	广州爱特儿童服饰有限公司成立于2005年4月21日（旗下中国KP总公司），本公司是一家集设计、生产、销售于一体的专业儿童服饰商贸公司
1010013100060108	SIEMENS	电器	null	400-889-9999	西门子股份公司是全球电子电气工程领域的领先企业，创立于1847年，主要业务集中在工业、能源、医疗、基础设施与城市四大业务领域。西门子最早在中国开展经营活动可以追溯到1872年，当时西门子公司向中国出口了第一台指针式电报机
1010013100060109	ARISTON	电器	电子数码	400-671-7333	阿里斯顿热能集团（Ariston Thermo Group）原名默洛尼集团（MTS Group），诞生于上个世纪三十年代，总部设在意大利北部城市法布里亚诺（Fabriano），如果追溯集团旗下几个著名品牌的历史，则已经超越百年，是全球领先的家庭供暖热水专家，专业生产家用供暖和热水产品
1010013100060111	权味	餐饮	正餐	010-82513988	适宜情侣约会、朋友聚餐、休闲小憩、随便吃吃
1010013100030019	SETFANEL	服装	女装		意大利STEFANEL时装集团是世界著名的服装生产和销售企业，目前已在世界各地开设了650多家专卖店
1010013100030018	Kanojao	服装	女装	010-84988903	KANOJAO女装品牌在法国创立…KANOJAO女装凭借在经典中不断创新的精神，或是知性、内敛、或是自由、休闲，无一不宣告着如《欲望都市》般的风潮。体现了现代女性自由组合的穿衣风格
1010013100060110	见现冰激凌	餐饮	冷饮		
1010013100030015	Brooks Brothers	服装	男装		1818年，Brooks Brothers诞生于美国，创始人HenrySands Brooks在纽约市Catharine Street与Cherry Street交界的东北角落，开设公司。[1] 
1010013100030014	PORTS	服装	女装		1961年PORTS诞生于风景秀丽、充满人文气息的加拿大港口城市多伦多。创始人Luke Tanabe先生热爱周游世界，追求清晨在撒哈拉沙漠畅游，傍晚在纽约晚餐的生活方式。他高瞻远瞩，早就洞悉了未来全球化的方向，将地球图案加入品牌Logo中，并在最具开放创新精神的港口城市开办PORTS品牌店，以倡导“世界灵魂，都市神韵”（Global Soul, Urban Spirit）的精神，确立了国际化的定位。如今，从多伦多、到纽约、东京、蒙特利尔、迪拜、香港、上海……PORTS品牌还在不断向全世界扩张。
1010013100030017	CALVIN KLEIN	其他	null		Calvin Klein（简称：CK），是一个美国时装品牌，于1968年成立，创始者为同名设计师卡尔文·克莱恩，曾经连续四度获得知名的服装奖项；其创始人Calvin Klein 1942年出生于美国纽约，就读于著名的美国纽约时装学院（F I T）
1010013100030016	DKNY	服装	男装	1-877-316-0975	DKNY其实就是Donna Karan New York的缩写，它也正是设计师Donna Karan为了她日渐成熟的女儿Gabby所创作出的年轻品牌，在1988年正式推出。因为女儿生活方式与所居城市的影响，DKNY自然也将纽约独立自由的精神融入了设计之中，并加入了一股特殊的年轻活力，逐渐演变成流行界中，国际都会风格的代表
1010013100030011	奥淇唯艺	服装	女装	010-67367853	OCCHI VIVI奥淇唯艺女装，在意大利语中有着美丽的寓意，希望人们通过一双明亮灵活的双眸发觉生活中、大自然中、历史轨迹中、冥想中、所有美好的事物，带给时尚界一种不同凡响的魅力
1010013100030010	莱姿	服装	女装		莱姿服饰（深圳）有限公司成立于 2000 年，总部坐落于经济特区深圳，是一家集设计、生产、经营、服务为一体的女装品牌港资服装公司。公司自成立以来，突破国内传统的经营理念，追求产业创新，坚持完善的管理机制，良好的经营策略，以一日千里之势迅速在高度竞争的国内女装品牌占据市场。
1010013100030013	玫而美	服装	女装	010-88198193	卓欧制衣有限责任公司是一家集设计、生产、销售和服务于一体的大型时装公司，旗下拥有“玫而美”品牌女装，公司于1991年12月16日成立，注册资本1000万元。 公司在位于北京国际信息产业基地，投资购建公司总部，建筑面积近万平米，同时在北京的夏都——延庆拥有15000平米的现代化生产加工基地。
1010013100030012	赛斯特	服装	女装	010-82148357	
1010013100060112	姑姑宴	餐饮	正餐	010-62129380	
1010013100040092	BELLE	服装	鞋		Belle百丽是百丽国际推出的一款品牌。BeLLE百丽追求不同的生活体验及生活经历：都市环境不断在变，时装潮流不断在变，生活内容不断在变，女人在一生中的角色不断在变。
1010013100040090	ORIGINALS	服装	鞋	8621 3308 0888	adidas Originals是阿迪达斯旗下的运动经典系列，在全球各地有众多的追求者和拥有者。她以三叶草为标志，如同地球立体三维的平面展开，像一张世界地图，象征着三条纹延伸至全世界。adidas Originals是对阿迪达斯经典产品的传承。
1010013100040091	Hogl	服装	鞋	0451-87736997	Hogl代表的是时尚女性的最新流行趋势，其卓越的品质为您带来绝佳的舒适体验。Hogl在任何场合都能彰显您的身份，让您全无后顾之忧。
1010013100030066	芮雅	服装	女装	021-58666770	芮雅服饰，前身于1994年在中国广东省广州市以服装设计工作坊的形式成立，1996年旗下创办“依莲”、“贝·可儿”两个品牌。经过十几年的经营，如今的芮雅，已经成为集研发、生产、销售为一体的现代服饰企业。主营职业女性上衣、套裙、套装、针织衫等女性时尚服饰
1010013100030067	MARELLA	服装	女装	010-62162351	Marella是麦丝玛拉 (Max Mara) 时尚集团的一个子品牌。Marella在1976年以一个系列的形式出现，直到1988年才成立了单独的公司
1010013100040027	DILAKS	服装	女装		DILAKS设计以人为本，融合了精致、个性化与时尚。DILAKS来自意大利，深受意大利文化的熏陶而充满高雅浪漫的气息，秉承锐意创新与最求卓越的传统
1010013100040026	Golden Point	服装	女装		Goldenlady公司成立于1967年，是意大利最早开辟女士袜业及针织内衣市场的公司之一，并且迅速将业务扩展至国际市场，如今，Goldenlady公司已然是世界袜业的领头羊，主要经营丝袜、内衣、家居服等产品，品牌的市场占有率及销售额一直处于持续增长的趋势，年营业额达到7亿欧元
1010013100040025	生活素材	服装	女装		
1010013100040024	美术馆	服装	女装		
1010013100040023	米莲诺	服装	女装	020-84857722	米莲诺皮革制品有限公司建于1989年，坐落于中国广东省广州市番禺区，为港商独资企业，公司拥有厂房14000平方米，职工1200余人，其中品质控制人员有110名；公司拥有先进的生产设备，精湛的意大利制鞋技术，领先独特的开发能力。
1010013100040022	Kipling	服装	男装	010959716083	987年，Kipling（凯浦林）创建于比利时的安特卫普，是世界著名的时尚休闲包袋品牌。Kipling（凯浦林）一直致力于突破，就像品牌标志性抓皱尼龙面料，成就了Kipling（凯浦林）独树一帜的风格
1010013100040021	Ochirly	服装	女装	010-62118876	欧时力（香港）集团有限公司，是意大利欧时力OCHIRLY品牌在亚太地区全权运营机构（亚太地区总部），负责欧时力OCHIRLY在亚太地区的品牌运作业务
1010013100040020	ONLY	服装	女装	010-82834733	ONLY是欧洲著名的国际时装公司丹麦BESTSELLER拥有的四个著名品牌之一。ONLY拥有许多设计师，他们遍布巴黎、米兰、伦敦和哥本哈根等主要时尚发源地，这使ONLY 永远站在欧洲流行的最前沿。ONLY1996年来到中国，BESTSELLER集团成立于1974年。
1010013100030060	JEFEN	服装	女装	010-62167177	JEFEN时装由著名国际时装设计师Frankie.Xie(谢锋）先生于2000年在意大利创立，以经营JEFEN高级女装为主。
1010013100030061	KLOVA	服装	女装	022-23970088	KLOVA是韩国知名的服装品牌，2000年柯罗芭品牌来到中国，柯罗芭是与意大利著名品牌合作推出的高档女装，其年龄定位在35-55岁之间，柯罗芭是专为有品位的女性设计的
1010013100030062	CHLOSIO	服装	女装	0755-3318958	CHLOSIO克劳西女装是一个来自英国高级服饰品牌，CHLOSIO克劳西女装赋予了英国王室的品味与追求。英法文化的融合，使其更是走上了时尚之都—巴黎的潮流前线。华美、奢华、高雅、时尚是CHLOSIO品牌的风格追求，体现出在对古典主义的文化理解上，以现代时尚的设计手法演绎，彰显出品牌的高贵气质。
1010013100030063	ELIE SAAB	服装	女装		Elie Saab的作品，一向都是以奢华高贵、优雅迷人的晚礼服而著称，高级定制女装秀，以华丽风格取胜，运用丝绸闪缎、珠光面料、带有独特花纹的雪纺、银丝流苏、精细的刺绣。2012年，ELIE SAAB推出Le Parfum淡香精。
1010013100030064	CASIO	其他	null	2810 4666	卡西欧品牌源于日本，创业之始是为计算机制造商的卡西欧计算机股份有限公司，现已发展拥有计算器、电子表、电子乐器、液晶电视等产品。这些产品帮助世界各地的人们获取信息、卡西欧的经营理概念是“贡献、创造”。
1010013100030065	MONET	服装	女装		Monet 是法国艺术精妆品牌，新兴的化妆品奢侈品牌，品牌创立于2009年
1010013100040029	CHARLIE's ANGELS	服装	女装		
1010013100040028	伊慧达	服装	女装		EVITA PERONI[1] 来自是丹麦的发饰品牌，它诞生在丹麦哥本哈根北部森林中一个属于DEICHMANN家族的庄园里
1010013100050040	ECCO	体育	null	8007206188	ECCO（中文名称：爱步），成立于1963年，是来自丹麦的鞋履品牌。其鞋类产品涵盖休闲正装系列、户外系列、运动系列、高尔夫系列和儿童系列；其他产品包括包袋配件、小皮件、鞋护产品等。
1010013100050041	ARCTERYX	体育	鞋	1-866-458-2473	始祖鸟(Arc'Teryx)是加拿大的顶级户外品牌，也是公认的顶级奢侈品，有着对新工艺和新技术近乎疯狂的追求
1010013100050042	JACK&JONES	服装	男装	010-64615511	JACKJONES品牌诞生于1972年，以其简洁纯粹的风格吸引全球追球时尚男性的目光，代表了欧洲时尚潮流的男装品牌。目前杰克.琼斯在全球18个国家和地区均设有形象店。
1010013100050043	列维士	其他	null	028-83080036	
1010013100020069	WEEKEND by MaxMara	个护化妆	化妆品	02-27402315	VMe源自法语VALSE(华尔兹舞)及Me(大师,Maitre的缩写),取其华尔兹舞大师之意;舞蹈之王华尔兹的摆荡与流畅,柔韧与多旋转、深情感与罗曼性的特性,正吻合了现代女性…
1010013100050045	Satchi	服装	男装	021-62038811	沙驰登陆中国大陆市场，以其卓越品质迅速扩展，于全国100多家顶级商场开设品牌专柜；于2012年沙驰登录淘宝网开启官方旗舰店《品尚皮具直销店》；为各界成功男式带来欧洲经典着装和箱包的新体验
1010013100050046	GANT	服装	null	021-62815990	GANT是世界著名三大休闲品牌之一,是欧洲经典与美国东海岸休闲的完美结合。我们的产品包括:男装、女装、童装、家居家纺、配饰、香水,等。
1010013100050047	Hush Puppies	服装	null		Hush Puppies&reg；品牌的创始人Mr. Jim Muir（吉姆-缪尔）曾对该品牌做精神定义，他认为：“ Hush Puppies&reg；应被视为一个家族品牌（Family Brand），它是没有性别及年龄的区别，属于家族全体的休闲服饰商品。”40多年来， Hush Puppies&reg；凭着对创造理念的坚持，至今足迹已遍布世界120个国家，2000多个城市，其中包括美国、澳大利亚、日本、韩国、新加坡、印尼、中国及欧洲等国家等。
1010013100050048	CAROKAI	服装	男装		
1010013100050049	ANGELO NARDELLI	服装	男装		
1010013100020067	千禧之星	其他	珠宝	010-82148147	千禧之星，起源于民国时期的“李天顺银楼”，坚持纯手工艺诠释每件珠宝，以继承和激励传统工艺发展为品牌己任。“女权”、“时尚”，是它的象征意义。
1010013100020066	jaff	其他	女装		 捷夫品牌珠宝的设计理念不拘于传统珠宝框架，兼容不同时尚领域的潮流，着力打造风格独特、至臻至美的原创珠宝产品，为亚洲现代女性带来与众不同、极具潮流先锋意识的当代时尚珠宝。
1010013100020061	尚氏珠宝	其他	珠宝	(010)82023712	尚氏珠宝主营天然钻石、翡翠、晶石及红蓝宝石等中高档珠宝首饰系列产品。... 尚氏珠宝始创于九十年代初,是一家集设计,起板,加工,零售为一体的综合珠宝企业
1010013100020060	东赢日盛	其他	珠宝		
1010013100020063	chloe	个护化妆	化妆品	864001636636	蔻依Chloé创立于1952年，致力于高级成衣，高端手袋及奢华配件系列。现任设计师Clare Waight Keller极致地诠释出法兰西的浪漫优雅。Chloé秉承自由随性的态度，延续品牌一贯的奢华细致风格，别具一格的简约设计散发出自信与潇洒，成为当代高级成衣的典范。
1010013100020062	AUPRES	个护化妆	化妆品	800-820-5018	是舶来品和民族品牌的有效融合。1994年1月诞生于中国。具有“伴你左右”含义的欧珀莱产品，秉承资生堂“高品质、高服务、高形象”的企业文化理念，引进日本资生堂的先进技术和科学的经营管理方法，旨在缔造一流的、具高知名度、高品质的“AUPRES欧珀莱”美容品。欧珀莱商标中英文的注册地均是中国，品牌的使用权则属于中日合资企业——资生堂丽源化妆品有限公司。
1010013100050035	SUUNTO	体育	运动装	0-10105401055	世界领先的运动测量装备的设计和制造商。suunto运动测量装备一直以其产品的前沿设计，精准性和可靠性被消费者所推崇。它同时结合了美学和腕表功能的运动专项电脑可以帮助不同阶段的运动和户外爱好者提升他们的表现。suunto的总部在芬兰的万塔，于全球拥有超过500位员工，产品畅销全球60多个国家和地区。
1010013100050034	Jeep	服装	null	15901455217	Jeep是一个品牌，而不是一种车型，更不是一款服装。世界上第一辆Jeep越野车是1941年在二战中为满足美军军需生产的。至今已具有73年历史。戴姆勒克莱斯勒公司作为Jeep的鼻祖，单独拥有这一注册商标。因此“不是所有吉普都叫Jeep”
1010013100050037	The North Face	体育	运动装	010-62110261	乐斯菲斯，户外服装品牌。2014年3月10日，在山东省消费者协会公布的旅游鞋比较试验报告中，乐斯菲斯品牌旅游鞋样品部分检查项目不符合国家标准。
1010013100050036	AIGLE	体育	运动装	010-62110522	AIGLE源自1853年，法国知名户外休闲品牌，总部位于法国巴黎。专精于提供具有时尚设计感的功能性休闲外套、时尚胶靴，并以航海及马术活动为灵感来源，充分体现法兰西民族的户外休闲生活形态。
1010013100050031	金利来	服装	null	400 880 0809	金利来品牌起源于中国香港，由著名的爱国、慈善大使曾宪梓博士创立，金利来（中国）有限公司创立于1990年，公司旗下拥有：金利来正装暨商务休闲和金利来时尚休闲两大品牌。
1010013100050030	米瓦法迪	服装	男装	(010)66017012	MIVAFUDY是携手法国Patrick Steaphan工作室合作打造的时尚男装。借助其工作室的超强设计团队，设计出更贴近生活的高品位服饰。
1010013100050033	Timberland	服装	null		Timberland 添柏岚是全球领先的户外品牌， 旗下有Timberland、Timberland PRO、SmartWool、Timberland Boot Company及Howies?等品牌，通过提供高质量、讲究细节的工艺制品，来满足不同户外环境下的需求。 添柏岚的产品透过北美洲、欧洲、亚洲、拉丁美洲、南非及中东的百货公司、专卖店和Timberland直营店营销全球。添柏岚在承诺对股东，雇员和消费者利益和责任的同时，做到对自然环境负责。
1010013100050032	ALEX BRUNI	服装	男装		
1010013100060049	Kuhn rikon	其他	餐具	400-600-27800 0 0 0	瑞士力康有限公司（KUHN RIKON ）总部位于瑞士，在英国，西班牙，美国均设有分公司。开发，生产，分销高品质高效率的健康厨具和相关附件
1010013100060048	孩之宝	服装	儿童装		孩之宝(Hasbro)，美国著名玩具公司。1923年在美国罗德岛，由Henry与Helal Hassenfeld兄弟创建，名字源自Hassenfeld Brothers的缩写。
1010013100050039	Ozark Gear	体育	男装	4001191111	OZARK GEAR(奥索卡)品牌是一个专业户外运动装备品牌，由瑞士户外爱好者Hans Shallenberger在1996年建立。奥索卡之名来源于北美州一座未被污染的山脉，象征着OZARK GEAR (奥索卡)品牌自然、纯净的品质。
1010013100050038	哥伦比亚 Columbia	体育	运动装	021-59756013	Columbia（哥伦比亚）品牌创立于1938年，[1] 当时的俄勒冈州经常下雨，所以早年的Columbia（哥伦比亚）是以生产雨衣、雨帽起家，时至今日经过不断发展各类户外运动服装及研究高科技布料已经发展成为全球最大的户外服装品牌，其卓越的产品品质超越考验，得到世界人们的认同。[2] 
1010013100060046	Jeep	服装	null	15901455217	Jeep是一个品牌，而不是一种车型，更不是一款服装。世界上第一辆Jeep越野车是1941年在二战中为满足美军军需生产的。至今已具有73年历史。戴姆勒克莱斯勒公司作为Jeep的鼻祖，单独拥有这一注册商标。因此“不是所有吉普都叫Jeep”
1010013100060051	OQO	其他	餐具	400-700-6288	OQO（欧克欧）精品厨具欧克欧是一个专业设计和制造厨具的厂商。多年设计制作钻研厨具企业，引领国际厨具行业时尚先锋。设计制作一些多功能锅具、快捷锅具以及专门锅具，省工、省时、节能并能做出色美味香的佳肴
1010013100020018	SK-II	个护化妆	化妆品		SK-II35年专注于亚洲肌肤研究，以“晶莹剔透”为品牌理念，专利成分Pitera带给成千上万女性肌肤的奇迹蜕变。是目前在日本、香港、台湾、东南亚、韩国及中国等亚洲地区深受欢迎的护肤品牌。
1010013100020019	雪花秀	个护化妆	化妆品	010-62166320	雪花秀-化妆品品牌，是韩国最大的化妆品公司之一的韩国爱茉莉(太平洋)株式会社旗下爱茉莉化妆品研究院通过20多年的不断努力以人参为主-20多种韩方中药材科学搭配制造出的一款抗皱、抗老化非常明显的化妆品之一。是名副其实的韩国第一化妆品品牌。
1010013100020010	RADO	其他	钟表	41 (0)32 655 6111	雷达表是手表集团瑞士Swatch集团的产品，瑞士雷达表诞生于1917年，当时主要生产手表机芯。1957年，瑞士雷达表生产出第一批以“瑞士雷达表”命名的手表。
1010013100020011	周大福	其他	null	1062569131	周大福集团是郑裕彤博士及其家族拥有的一个实力雄厚的私人商业集团。集团总资产值超过 50 亿美元，所经营的业务遍布全世界，合共雇用员工约共 8 万人。集团业务主要由两间公司经营。周大福珠宝金行有限公司在香港及国内的珠宝首饰行业里，每年销售额占市场第一位。
1010013100020012	谢瑞麟	其他	珠宝	010-82148141	1936年出生于广东南海，1945年举家移居香港，他用自己的名字创立了谢瑞麟(TSL)这个著名珠宝品牌，1971年，谢瑞麟珠宝有限公司正式成立，1987年，公司在香港联交所公开上市。很多人这样来评价谢瑞麟珠宝：璀璨、纯洁、闪亮、完美，是性价比卓越的婚戒的不二选择！这也难怪，TSL一直以来都很注重设计，为的就是最终能够呈现给人们最完美的浪漫体验。
1010013100020013	周生生	其他	珠宝	400-830-1878	周生生珠宝是周生生集团国际有限公司旗下的知名珠宝品牌。以富现代感、时尚的形象，为顾客提供一站式专业珠宝服务。
1010013100020014	金至尊	其他	珠宝		金至尊珠宝为香港资源控股有限公司(上市编号： 2882) 旗下珠宝零售品牌，主要从事设计、研发、销售以『金至尊』品牌命名的名贵珠宝钻饰、足金饰品及企业礼品；在香港、澳门及中国内地主要城市以自营、合作及特许加盟模式建立零售网路。
